54378,7511229.205,4693365.59
54392,7511193.065,4693307.935
54393,7511178.019,4693327.201
54394,7511196.688,4693355.409
54395,7511215.132,4693383.411
54396,7511222.247,4693394.018
54380,7511237.104,4693416.407
54379,7511231.01,4693387.91
1,7511216.108,4693344.697
2,7511197.643,4693356.859
